userName,score,at,content
indra prasetyo,1,10/15/2023 2:10,"Aq turunin jadi *1. Untuk penawaran paket darurat hrsnya ada konfirmasi 2x, jadi klo terlanjur ke klik ngga langsung aktif.. jam 23.45 kepencet, blm juga dipake jam 23.59 paket udah kadaluarsa...🤦🤦"
Edo Guido,1,9/13/2023 17:52,"Semakin lama semakin gak bagus aplikasi mytelkomsel. Semakin update semakin parah, karena saya gak bisa cek dan masuk akun. Udah paket mahal tetapi gak sesuai dengan fasilitasnya"
Y O G I,1,10/26/2023 19:04,"Aplikasi belum optimal gini masih dipaksain buat diupdate versi, turu aja. Masa kalah sama provider swasta. Payah."
Robby ALviandry,1,9/2/2023 13:42,"Sepertinya gua bakal menghapus apk ini, BERAT.... Susah diakses, force close terus, sekali bisa akan muncul, ""Maaf, sedang ada gangguan sistem. Cek kembali koneksi dan ulangi transaksi setelah satu menit berikutnya."" Fu*k"
FadiL,1,10/7/2023 18:39,"saya sekarang malah jadi gbisa masuk ke dalam aplikasi nya, pdhl udh download ulang,msh aja ttp gbsa masuk aneh. sblm sblm nya bisa lah kok pas update malah fc mulu gjls, jdi gbsa maketin kuota anjay kacau kacau di perbaiki dong jngn cmn di baca doang"
Endang Sujana,1,10/3/2023 4:51,nambah parah nih kirain eror pas liat komen di play store emng nambah parah pas apdatte ga bisa ke buka aplikasi my Tnya gimana nih... udah uninstall sama instal lagi tetep ga bisa ke buka jadi ngabisin kuota....Mash ga bisa di buka aplikasi mytelokmselnya kenapa apa ada yg salah di hp nya tapi sebelumnya ok ok saja saya pake Telkomsel sudah hampir 10 tahun sebelumnya ga ada masalah sekarang jadi ribet ngcek kuota sama masa aktif nya soalnya ga bisa kebuka my T nya di bikin simpel aja aplikasiny
Firman Pratama N.,1,10/26/2023 16:53,"Habis diupdate bukannya makin lancar malah makin gila ni apk, error Mulu padahal jaringan udh bagus, tolong di perbaiki lagi"
Warih Samodro,1,7/26/2023 15:52,"Update terakhir malah jadi berat dan loading parah, banyak penempatannya yang kurang, panel2nya pun malah jadi tidak simpel. Inovasi bagus namun jangan mengabaikan kemudahan akses pengguna dan kenyamanan."
Hendra Septiadi,1,10/26/2023 21:07,mending yang kemarin..yang ini parah minta ampun...buat telkomsel..pikir lagi klo mau update..gak semua pengguna telkomsel itu hape bagus dan RAM besar..ada juga yang pake RAM kecill...nyesel rasanya aku update.
Jamaluddin 21,1,9/22/2023 10:29,Kenapa tak bisa dibuka aplikasinya pada hal udah meng update aktifkan nya. Tapi tak terbuka juga hari ini jumat jam 09.28 Wib juaga udah berulang kali buka aplikasi my Telkomsel namun tetap tak terbuka
Gowes Tulungagung,1,10/26/2023 19:56,"App buruk, isi pulsa gak bisa , beli paket data gak muat pulsa nya , nomor aktif terbaca hangus , maintance mu mana,"
sugeng aryadi,1,9/20/2023 1:47,Saya turun kan bintang saya.. Kenapa dari kemarin eror ga bisa dibuka... Padahal kuota ada.. Malah tadi kepotong 5k buat download app telkomsel.. Mana harga jadi nyekik.. Kuota habisnya cepat.. Ga bisa irit jadinya.. Hmmmm..
Azis Suwandi,3,10/10/2023 11:09,Ka kenapa ya aplikasi gabisa masuk selalu keluar dengan sendirinya . Jadi gabisa mau beli paket di aplikasi ... enakan yang sebelum update
Agung Martanto,1,10/26/2023 12:05,"Pulsa kok sering kesedot mulu padahal pake wifi, paket data juga masih banyak, buat apa itu fitur jaga pulsa kalo pulsa tetep aja kesedot mulu, fitur ga guna"
Icha Harahap,1,9/20/2023 23:03,"mending pindah provider aj, apl susah login, harga mahal, jaringan juga sering kendala masih mending pake 3, murah,apl simpel sesuai fungsinya,jaringan gk kalah sama telkomsel"
Muhammad Zakaria,1,10/19/2023 0:41,"Semenjak update susah, sering terjadi kesalahan sistem. Mau beli paket aja sudah. tidak bisa masuk ke halaman pembayaran"
Ronny Sinaga,1,10/2/2023 23:15,"Sangat menyesal menggunakan paket 100gb 28 hari dari telkomsel ini. Padahal sebelumnya saya pakai internet dari provider xl cepat. Telkomsel Lemotnya minta ampun, tanya veronika dari aplikasi ini responnya kurang (gak jelas) ""veronika sedang mengetik..."" ampun nunggunya.. 🤦. G ada yg bs diandalkan sekelas telkomsel ini. Kembalikan uang dan waktu saya!!!"
ikhsar hamdi,1,10/4/2023 20:34,"Aplikasi my telkomsel tidak bisa dibuka/error setelah di update.Seharusnya setelah di update tambah bagus dan lancar,ini malah tambah parah.👎"
Malvin Hadiyanto,1,10/19/2023 8:25,Baru kali ini masuk my telkomsel tidak bisa dengan keterangan nomor sudah kadaluarsa coba nomer lain sama aja. sampai cek pulsa aja tidak bisa dengan keterangan nomor hangus. Namun di telpon masih bisa 😪
Alva Nihla,2,10/1/2023 1:14,"Minta tolong ini knapa sinyal Telkomsel trouble terus udh hampir seminggu di area pacet, tolong diperbaiki lagi, udh beli paket mahal2 tapi ga bisa dipake sama sekali, kan rugi"
Dara guci siCewek Rakus,2,10/3/2023 10:13,Hadeuuh parah makin parah bolak balik perbarui bahkan smpe instal ulang ttp aja eror gk bisa dibuka bolak balik keluar sendiri.beli kuota mahal tapi ko pelayanan jd kurang memuaskan.sejujurnya kalau ini bkn no dari dulu saya lebih pilih pindah kesebelah yg murah tp sayang nya no udah lama jd ttp bertahan
Helmy Ak,1,10/2/2023 8:37,Setelah upgrade Aplikasinya terlalu berat dan sering terhenti tanpa sebab jadi terpaksa di unistal untuk sementara sampai ada perbaikan
Leo Chandra,2,10/22/2023 11:12,"Bingung mau mengadukan kemana, kok jaringan Telkomsel di daerah saya jelek banget ya, kecewa sih beli paket, saya kira Telkomsel kencang, eh kirim pesan wa aja nunggu lama. Sudah paket nya mahal, banyak pembagian. Kecewa sih. Tolong perbaiki dong"
Helmi Fuad,1,10/17/2023 15:18,"Aplikasi sering error, sudah di uninstall dan di pasang kembali tetap error (aplikasi tidak muncul). Sudah laporan ke CS, tidak ada solusi sama sekali"
Edwin Aje,5,9/13/2023 14:19,"Sangat mudah dan banyak bonus Terutama paketnya murah2 Seperti paket kombo sakti max Tapi kalo bisa di murahin lagi dgn paket yg lebih banyak, tapi saya sdh jadi pelanggan Telkomsel Lebih dari 26 thn tapi blm pernah dapat undian Telkomsel poin...???????"
Hadijah Hasan,1,9/28/2023 17:28,"Yang bener lah, gua lagi rank malah tiba tiba ping gua merah terus, terus lagi jumping sinyalnya. Update yang benerlah, caoe gua cog"
Sinta Prajvalita,2,10/5/2023 13:03,"Kenapa setelah update, aplikasinya slalu menutup pas masuk ke menu utama lagi dan lagi ... Sebelumnya tidak masalah ..."
Elmi Noerdin,3,10/8/2023 13:25,Ini adalah aplikasi yang bisa buat liat kuota dan juga kerwn sih menurut ku tapi kadang kadang setiap masuk aplikasinya suka keluar dari aplikasi nya
Ex,1,9/23/2023 0:02,"Aplikasinya bagus tapi daily check in saya yang versj premiumnya error gk bisa di claim padahal sudah beli kuota sesuai ketentuannya, tolong dong di benerin sayang banget udh nggu 1 bulan buat ambil kuota gratis malah gbsa di claim"
N.V Hutapea,1,10/18/2023 3:29,"Sinyal nya sangat² buruk. Gila lah pokoknya. Main game patah². Ping ml 200an Gk stabil. Ancur x Padahal di tengah kota. Ampun lah telkomsel. Tiap bulan isi kuota 50gb, tpi lemotnya minta ampun. Tutup aja lah jaringannya. Kesel bgtttt"
Al_ Dhyto,1,9/24/2023 13:48,"Setelah update malah gak bisa dibuka, padahal level pengguna dah lumayan tinggi sudah saatnya pindah provider kayanya."
narto rahman,4,10/10/2023 13:03,"Ok My Telkomsel Ada fitur baru, bisa kirim hadiah Quota ke teman. Hari ini, tngl 10 okt 2023. Barusan ada pesan untuk update, setelah update malah ga bisa dibuka. 🤔🤔"
Wahyu Saputra,5,10/4/2023 15:47,"Aplikasinya My Telkomsel sekarang luar biasa , sangat membantu untuk kita yang ingin melihat sisa kouta dan lain lain dan banyak tawaran paket internet murah didalamnya.."
Dhn dan Cake,1,9/20/2023 13:35,"Inii kenapaaa yaaa kogg makin beratt apk nya..? , udah berlanganann teruss trakhir di update ini makin berat gak bisa di bukak endingnya kembli home, padahal sebelumnya baik baik saja, tolong yaaa di perbaiki lagi kelas hp saya 3 gb gak bisa di bukak, apalagi kalau kelas di bawhnyaa gimana jdinya"
DU Santoso,4,7/19/2023 20:42,"Setelah aplikasi diupdate, perubahan secara visual terlihat mewah. Namun sangat disayangkan sepertinya menjadi lebih berat dari saat belum diupdate. Terlalu lemot jadinya dan terpaksa deh bintangnya dikurangi satu. Dan satu hal lagi yang seharusnya tidak terjadi pada operator sekelas Telkomsel yaitu, Aplikasi tidak bisa terhubung langsung dengan Aplikasi LinkAja, meskipun Aplikasi LinkAja sudah diupdate ke versi 4.0.xx sesuai syarat pada Aplikasi MyTelkomsel. Hadewwh..."
Rega Deka Putra,1,10/22/2023 9:24,"Telkomsel gk jelas, katanya tukar 1 poin untuk 17GB selama 1 hari, pas saya tukar paketnya gk masuk, malah hilang. Trus beli paket menggunakan shopeepay, katanya cashback 25000 koin shopee, sampai sekarang koinnya gak masuk2. Dan satu lagi masalah jaringan, ini sudah 2 hari jaringan telkomsel jelek dan gk bisa internetan, padahal sinyal full, dulu sempat juga kayak gitu selama 1 hari, sekarang diulang lagi."
Aditya Bintang,1,10/29/2023 3:13,"Saya tinggal tengah kota main game tengah malam tapi jaringan ngelek"". Ada apa dgn Telkomsel sekarang? Beli paket mahal"" Tapi main game aja ngk stabil jaringannya tengah malam pulak t kenaknya"
Kae Kae,1,9/21/2023 20:35,Kuota harga bersahabat sudah tidak ada. Semuanya serba mahal. Dulu sering dapat sekarang tidak ada. Banyak pilihan paket kuota baru tapi seharga bayar wifi sebulan. OMG!
Yusmanto,5,10/27/2023 19:14,"Aplikasi My Telkomsel sangat bagus dan sangat membantu karena bisa membeli pulsa, paket internet, tukar poin dan lain lain, sangat rekomended untuk aplikasi ini."
Desi susanti,1,10/29/2023 21:18,stlh d dowload k versi 7 malah ga bisa d buka pdhl sdh bnyk aplikasi lain yg d hapus..jd ga nyaman n ga bisa cek kuota dll...
Jauharil Insiyyah,1,10/24/2023 20:54,Setelah diupdate jd ga bisa dibuka sama sekali sampe diuninstal trs instal lg beberapa kali tetep ga bisa dibuka
tyoo futaba,1,9/29/2023 7:35,"tolong diperbaiki saya udah ambil reward stamp yang terakhir masih belum ada notifikasi dapet nya, pulsa juga suka kesedot sendiri padahal ga ngapa-ngapain aneh."
Rivaldi Ali,1,10/15/2023 7:49,"Jaringan udah lelet, hilang² juga trus update aplikasi malah stamp berhadiah nya harus beli pulsa dulu baru dapat kuota gratis. Najis bet🤮 cari keuntungan, mulai kayak pemerintah yg main² dgn uang. SAMPAH KAU TELKOMSEL🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻"
Ali Irsyad,1,9/26/2023 9:26,"Dari banyak keluhan, ga ditanggapi Ditambah, gua beli paketan dengan rincian gratis youtube 500mb perhari selama 30 hari, lha ini gua pake youtube-an yang kepotong malah kuota utamanya. .. Trus ngapain ada kuota youtube perhari kalo yang kepotong tetep kuota utama juga.. Udah mahal Bohong lagi..."
Dimas Satria,1,10/24/2023 11:38,Aplikasi ini setelah update berat banget pada hp saya ram 6/128 prosesor Snapdragon 680 mohon untuk segera di perbaiki maksih
Katta Hebby,1,10/10/2023 16:24,Niat jual paket apa tidak? Sudah klik pembayaran keterangan pembayaran sedang di proses terus.. gila ni provider beli paket aja dipersulit.. ga cepet² masuk paketnya
Diidii Rizky,1,9/14/2023 6:50,"Awal normal, bgtu update jd kluar terus saat login. Giliran dihapus dan instal lg malah otp gak masuk"", pdhl jaringan sama sinyalnya bagus... Tolong donk perbaiki"
oming Cantik,1,10/25/2023 22:41,Sinyal my Telkomsel sangat buruk sekarang saya sudah pakai no simpati dari thn2016 tapi sekarang sangat mengecewakan padahal paket data internet masih 20gb dan saya tigal di kota Denpasar Bali tapi jaringan nya sangat jrlek setelah saya update kecewa bgt
Rudi Subroto,1,10/4/2023 17:18,"Makin kesini buka menu aja luamaaa loadingnya....selain memudahkan pembelian paket,tpi ya itu masih trmsk mahal karna bnyk isi paket yg g kepake contohnya kuota buat nonton video...g berguna aja"
Dark Shadow,1,10/3/2023 5:34,"Makin mencekik aja nie provider isi pulsa sebulan bisa 20k+ beli palet combu sakti masa iya kartu masa aktifnya gak nambah malah dapat sms, masa aktif kamu samapai 8 September padahal masa aktif combo sakti sampe 29 Oktober. Sering isi pulsa pun gak ngaruh buat perpanjangan masa aktif kartu gak kek provider Axis yg setiap isi pulsa bisa nambah masa aktif+ dapet booster masa aktif lagi setiap nail level afinitas karna sering beli paket aigo+sering isi pulsa."
Oiz Xhio,5,10/17/2023 11:27,Ini kenapa min. Paket darurat seharusnya sudah terbayar. Malah terpotong lagi pulsanya. Jadi 2 kali bayar . Mohon diberi petunjuk 🙏
Heni Nasha,1,10/27/2023 16:01,"Kecewa berat, kenapa setelah update app, Malah gak bisa dibuka. Seharusnya kan makin bagus & simple"
Adi Setiadi,1,10/10/2023 12:02,"Di update malah nyusahin kualitas makin buruk saja ,lama lama didelete di-update malah ga bisa dibuka,,, pelanggan adalah mitra beri kenyamanan akses...mf sy unistal"
Barid Firdaus,1,9/27/2023 22:21,"Aplikasi my Telkomsel makin kesini makin parah semenjak di update tidak bisa di buka sama sekali app nya seperti ngebleng/eror.. bagaimana saya mau liat Kouta saya, trs bagaimana juga cara buat isi paketan.. hadeh kacau"
Fahmi Faris,1,10/13/2023 18:10,Beli pulsa niat nya mau beli paket di apk ini malah kemakan 2000 padahal udah di aktifin jaga pulsa nya. Dan kejadian ini udah seringsekali. Sangat kecewa sama apk ini
Sofiyansah bin Abdul Salam,2,10/27/2023 19:05,"Semenjak update, aplikasi force close ketika dibuka. Kasian pengguna android yg hanya 2 gb ram."
Nenk Widya,3,10/25/2023 13:37,"Paket kuota sudah mahal, dibagi² kuota reguler sm aplikasi...herannya sekelas ""penyedia Internet terbesar di Indonesia"" pemakaian kuota aplikasi harus menghabiskan dulu kuota reguler...sama aja percuma gk kepake apalagi habisnya mepet,,kuota habis cm bisa chat gk bisa youtube akhirnya beli kuota lg...tolong dong merger sm A*is,,,dia kuota murah, awet, kuota bagi² tp pemakaian habis bareng,,tp jaringan kadang susah..."
i one,1,9/23/2023 19:05,"Maaf saya turunkan bitangnya. Setelah update malah tdk bisa di buka ""kirim masukan ""padahal sudah 2x kirim masukan tdk ada perubahan tetap tdk bisa di buka"
Dwi ArifKu,1,9/28/2023 12:53,Hati² membeli kuota internet. Walaupun kuota sdh masuk tapi tdk langsung bs digunakan dan harus tunggu beberapa saat. Jika langsung digunakan pasti yg tersedot pulsa reguler
Jon Berman,1,9/26/2023 19:28,"Dear my Telkomsel setelah update versi terbaru via apk mytelkomsel sinyal naik turun klaim hadiah premium 500mb belum masuk tapi pulsa dan poin dipotong Ket hadiah sudah dikirim, Layanan cs ai Veronica down, Layanan komplain by apk mytelkomsel semua down tidak dapat diakses! Makin kesini makin ga jelas, Pelayanan online makin buruk! Fix fast, realease new update but much bugs eror!"
antika liswanty,1,10/27/2023 11:28,"LEMOT.. !!! FORCE CLOSE terus.. Di update malah gak bisa dibuka, mau beli paketan jadi gak bisa!!!"
Yamada Katzumi,1,10/27/2023 3:09,"Makin lama makin delay, notifikasi dari SMS kuotanya sisa 99 MB, tapi pas check my Telkomsel gak berubah sama sekali dari setengah jam lalu"
DJUNIOR ISTORIA,1,9/26/2023 12:07,"Setelah di Update Malah tidak bisa terbuka Menu'nya.. Seharusnya Eskalasi Performanya bertambah bukan Makin Turyn dan Membuat kecewa para pengguna,.. Mohon diperbaiki sistemnya utk Dev dr Apliaksi ini"
Nurlaila Tome,1,10/24/2023 11:05,"Dikit2 update dengan jangka wktu yg pendek, lemot pulaaaa.. Katanya lebih diperbaiki lagi tapi koq makin hari makin hancur 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 saya tidak mau kasih bintang tapi sistem ulasan mengharuskan utk klik baru bisa post jadi bintang 1 itu utk terburuk"
Lutfi SenjuLutfi,5,9/27/2023 0:50,Ini kenapa seharian aplikasi nggak bisa dibuka? Udah di hapus data download ulang restart hp masih ga bisa juga..ada tulisan my Telkomsel telah berhenti.. tolong dong di perbaiki lagi..
Ali Ali,3,10/27/2023 11:40,pulsa dipotong otomatis untuk bayar pinjaman paket darurat.. kapan saya pinjam paket darurat sampai dipotong terus pulsa saya??? klau begini bisa2 saya ganti ke kartu lain..!!! telpon CS nya nggk ada respon.
Bahrul Arul,5,10/11/2023 14:02,"Tambah parah aja,setiap habis di update jd susah masuk malah selalu keluar sendiri/forced Mau cek pulsa & kuota aja gak bisa Gimana sih ini?"
Anugrah Nawir,1,10/6/2023 10:22,"Ini kok hbis di update gbisa masuk ya, tiba2 keluar mulu di hp ram4, pdhal pnyimpanannya masi kosong, jadinya susah banget klo mw liat pulsa/beli data :)"
Morendy Tampi,1,9/27/2023 9:32,"Kecewa sekali dengan aplikasi ini,,pls saya habis,,padahal baru di isi,,dan saya beli paket,,paket tidak bisa aktif karna pls suda di hisap semua,,😓😡😡 Sangat kecewa"
Eko okE,1,9/20/2023 3:28,"kok malah gak bisa di buka sih parah bener udh 2x copot pasang tetep gak bisa dibuka.. buang2 kuota aja, udah kuota nya paling mahal dari operator lain.. update malah gak bisa dibuka.. parah!!!"
Pengguna Google,5,10/9/2023 19:40,"Malam ada masalah setelah di update malah jadi nga bisa masuk ke my Telkomsel, padahal kartu masih aktif, kemarin di isi lagi, tetap nga bisa di buka aplikasi MyTelkomsel nya"
lia agustina,3,10/11/2023 20:04,"mengapa di hp saya tdk bisa dibuka ya aplikasi nya,sdh saya uninstal trs instal lagi ttp tdk bisa...pdhal di hp yg satu nya bisa... tolong dibantu yaa...saya pengguna telkomsel lama lo sayang sekali"
Izran Akolo,1,9/24/2023 10:55,"Woyyyy apa""an ini.. pas update bukannya bgus malah tambah parahh.. dari lemot bgt pas di buka setelah update malah gk bisa di buka aplikasinya.. akhhhh mengecewakan !!"
Rumi Yati,4,10/10/2023 23:54,"Parah bener setelah di perbarui malah tidak bisa di buka,,udah berkali kali download ulang masih aja tetep ga bisa. Makin ribet iniii...."
deanna B,1,10/16/2023 21:35,Harga kuota mahal biasa beli 30gb masih 100rb skrng 136rb ... Terus kouta OMG nonton sebenarnya di gunakan di aplikasi apa sih kok paket OMGnya gk berkurang malah paket internet yg berkurang gimana sih..
Asri Wahyudi,2,10/14/2023 23:47,Kenapa paketnya boros banget ya padahal sdh pakat bulanan 71 Gb 31 reguler 1gb yuotube masih bonus 10gb aplikasi masak baru 20hari sudah habis paketnya bener ngak sih nyedot kuotanya. Pembelian 26 september ini 14 oktober sdh habis kalo dilihat penggunaan data dari tgl 1 okt - 20 okt baru 14 Gb kan jauh banget selisihnya...mohon penjelasanya
Herna Eva Marsaulina Sitorus,1,7/22/2023 20:06,"Saya menggunakan Android 13. Setelah update MyTelkomksel ke versi 7.0.0, apk jadi sering tertutup secara otomatis. Aplikasi juga kadang tidak bisa dibuka. Melihat informasi paket/kouta juga lama sekali dan sangkin lamanya aplikasi bahkan tertutup secara otomatis. Pihak pembuat aplikasi seharusnya melakukan testing terlebih dahulu sebelum meluncurkan versi terbaru dan melakukan pengecekan apakah aplikasi sudah kompatibel dengan perangkat yang digunakan oleh orang banyak."
